Crop,Disease,Farmer_Symptoms,Technical_Symptoms,Treatment,Prevention,RecoveryTime,processed_symptoms
Blackcurrant,Root Rot,"Wilting and root decay, stunted growth on blackcurrant, visible to the farmer.","Root Rot affecting Blackcurrant. Detailed description: lesions, discoloration, yield loss depending on severity.",Apply appropriate chemical/biological control measures for Root Rot on Blackcurrant as per label instructions; consider cultural controls.,"Use clean planting material, rotate crops, maintain field sanitation, use resistant varieties if available.",Varies (7-30 days) depending on disease and treatment.,
Blackcurrant,Bacterial Blight,"Water-soaked lesions, yellowing and wilting on blackcurrant, visible to the farmer.","Bacterial Blight affecting Blackcurrant. Detailed description: lesions, discoloration, yield loss depending on severity.",Apply appropriate chemical/biological control measures for Bacterial Blight on Blackcurrant as per label instructions; consider cultural controls.,"Use clean planting material, rotate crops, maintain field sanitation, use resistant varieties if available.",Varies (7-30 days) depending on disease and treatment.,
Elderberry,Leaf Spot,"Small spots on leaves, often brown or black on elderberry, visible to the farmer.","Leaf Spot affecting Elderberry. Detailed description: lesions, discoloration, yield loss depending on severity.",Apply appropriate chemical/biological control measures for Leaf Spot on Elderberry as per label instructions; consider cultural controls.,"Use clean planting material, rotate crops, maintain field sanitation, use resistant varieties if available.",Varies (7-30 days) depending on disease and treatment.,
Elderberry,Powdery Mildew,"White powdery coating on leaf surfaces on elderberry, visible to the farmer.","Powdery Mildew affecting Elderberry. Detailed description: lesions, discoloration, yield loss depending on severity.",Apply appropriate chemical/biological control measures for Powdery Mildew on Elderberry as per label instructions; consider cultural controls.,"Use clean planting material, rotate crops, maintain field sanitation, use resistant varieties if available.",Varies (7-30 days) depending on disease and treatment.,
Elderberry,Rust,"Orange/brown pustules on leaves and stems on elderberry, visible to the farmer.","Rust affecting Elderberry. Detailed description: lesions, discoloration, yield loss depending on severity.",Apply appropriate chemical/biological control measures for Rust on Elderberry as per label instructions; consider cultural controls.,"Use clean planting material, rotate crops, maintain field sanitation, use resistant varieties if available.",Varies (7-30 days) depending on disease and treatment.,
Elderberry,Root Rot,"Wilting and root decay, stunted growth on elderberry, visible to the farmer.","Root Rot affecting Elderberry. Detailed description: lesions, discoloration, yield loss depending on severity.",Apply appropriate chemical/biological control measures for Root Rot on Elderberry as per label instructions; consider cultural controls.,"Use clean planting material, rotate crops, maintain field sanitation, use resistant varieties if available.",Varies (7-30 days) depending on disease and treatment.,
Elderberry,Bacterial Blight,"Water-soaked lesions, yellowing and wilting on elderberry, visible to the farmer.","Bacterial Blight affecting Elderberry. Detailed description: lesions, discoloration, yield loss depending on severity.",Apply appropriate chemical/biological control measures for Bacterial Blight on Elderberry as per label instructions; consider cultural controls.,"Use clean planting material, rotate crops, maintain field sanitation, use resistant varieties if available.",Varies (7-30 days) depending on disease and treatment.,
Boysenberry,Leaf Spot,"Small spots on leaves, often brown or black on boysenberry, visible to the farmer.","Leaf Spot affecting Boysenberry. Detailed description: lesions, discoloration, yield loss depending on severity.",Apply appropriate chemical/biological control measures for Leaf Spot on Boysenberry as per label instructions; consider cultural controls.,"Use clean planting material, rotate crops, maintain field sanitation, use resistant varieties if available.",Varies (7-30 days) depending on disease and treatment.,
Boysenberry,Powdery Mildew,"White powdery coating on leaf surfaces on boysenberry, visible to the farmer.","Powdery Mildew affecting Boysenberry. Detailed description: lesions, discoloration, yield loss depending on severity.",Apply appropriate chemical/biological control measures for Powdery Mildew on Boysenberry as per label instructions; consider cultural controls.,"Use clean planting material, rotate crops, maintain field sanitation, use resistant varieties if available.",Varies (7-30 days) depending on disease and treatment.,
Boysenberry,Rust,"Orange/brown pustules on leaves and stems on boysenberry, visible to the farmer.","Rust affecting Boysenberry. Detailed description: lesions, discoloration, yield loss depending on severity.",Apply appropriate chemical/biological control measures for Rust on Boysenberry as per label instructions; consider cultural controls.,"Use clean planting material, rotate crops, maintain field sanitation, use resistant varieties if available.",Varies (7-30 days) depending on disease and treatment.,
Boysenberry,Root Rot,"Wilting and root decay, stunted growth on boysenberry, visible to the farmer.","Root Rot affecting Boysenberry. Detailed description: lesions, discoloration, yield loss depending on severity.",Apply appropriate chemical/biological control measures for Root Rot on Boysenberry as per label instructions; consider cultural controls.,"Use clean planting material, rotate crops, maintain field sanitation, use resistant varieties if available.",Varies (7-30 days) depending on disease and treatment.,
Boysenberry,Bacterial Blight,"Water-soaked lesions, yellowing and wilting on boysenberry, visible to the farmer.","Bacterial Blight affecting Boysenberry. Detailed description: lesions, discoloration, yield loss depending on severity.",Apply appropriate chemical/biological control measures for Bacterial Blight on Boysenberry as per label instructions; consider cultural controls.,"Use clean planting material, rotate crops, maintain field sanitation, use resistant varieties if available.",Varies (7-30 days) depending on disease and treatment.,
Cloudberry,Leaf Spot,"Small spots on leaves, often brown or black on cloudberry, visible to the farmer.","Leaf Spot affecting Cloudberry. Detailed description: lesions, discoloration, yield loss depending on severity.",Apply appropriate chemical/biological control measures for Leaf Spot on Cloudberry as per label instructions; consider cultural controls.,"Use clean planting material, rotate crops, maintain field sanitation, use resistant varieties if available.",Varies (7-30 days) depending on disease and treatment.,
Cloudberry,Powdery Mildew,"White powdery coating on leaf surfaces on cloudberry, visible to the farmer.","Powdery Mildew affecting Cloudberry. Detailed description: lesions, discoloration, yield loss depending on severity.",Apply appropriate chemical/biological control measures for Powdery Mildew on Cloudberry as per label instructions; consider cultural controls.,"Use clean planting material, rotate crops, maintain field sanitation, use resistant varieties if available.",Varies (7-30 days) depending on disease and treatment.,
